Rk,Year,Player,Pos,Age,AV,School,,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
44,2012,Sean Spence,OLB,21,14,Miami (FL),College Stats,5/11,231,4.66,33.5,12,119,7.46,4.28,Pittsburgh Steelers / 3rd / 86th pick / 2012
45,2012,Scott Solomon,DE,23,2,Rice,College Stats,6/3,262,4.88,35,34,124,7.17,4.25,Tennessee Titans / 7th / 211th pick / 2012
46,2012,Jacquies Smith,DE,21,9,Missouri,College Stats,6/3,253,4.75,31.5,21,110,7.25,4.31,
47,2012,Harrison Smith,S,23,75,Notre Dame,College Stats,6/2,213,4.54,34,19,122,6.63,4.12,Minnesota Vikings / 1st / 29th pick / 2012
48,2012,Amini Silatolu,OG,23,19,Midwestern State,,6/4,311,5.33,31.5,28,107,7.95,4.87,Carolina Panthers / 2nd / 40th pick / 2012
49,2012,Derrick Shelby,DE,23,19,Utah,College Stats,6/3,266,4.87,35.5,26,116,7.09,4.5,
50,2012,Coty Sensabaugh,CB,23,22,Clemson,College Stats,5/11,189,4.33,37,15,122,6.6,4.06,Tennessee Titans / 4th / 115th pick / 2012
51,2012,Mitchell Schwartz,OT,22,87,California,,6/5,318,5.38,26.5,23,89,7.86,4.87,Cleveland Browns / 2nd / 37th pick / 2012
52,2012,Quentin Saulsberry,C,23,0,Mississippi State,,6/2,304,5.28,22,26,90,8.19,4.99,
53,2012,Mohamed Sanu,WR,22,46,Rutgers,College Stats,6/1,211,4.62,36,19,126,6.88,4.22,Cincinnati Bengals / 3rd / 83rd pick / 2012
54,2012,Zebrie Sanders,OT,22,0,Florida State,College Stats,6/6,320,5.33,27,28,100,8.15,4.99,Buffalo Bills / 5th / 144th pick / 2012
55,2012,Evan Rodriguez,FB,23,0,Temple,College Stats,6/1,239,4.53,36,18,119,6.94,4.28,Chicago Bears / 4th / 111th pick / 2012
56,2012,James Rodgers,WR,23,0,Oregon State,College Stats,5/7,184,4.61,37,19,115,,4.23,
57,2012,Keenan Robinson,ILB,22,18,Texas,College Stats,6/3,242,4.72,35.5,27,120,,,Washington Redskins / 4th / 119th pick / 2012
58,2012,Josh Robinson,CB,21,11,Central Florida,College Stats,5/10,199,4.29,38.5,17,133,6.55,3.97,Minnesota Vikings / 3rd / 66th pick / 2012
59,2012,Travian Robertson,DT,23,1,South Carolina,College Stats,6/4,302,5.12,26,30,102,,,Atlanta Falcons / 7th / 249th pick / 2012
60,2012,Trent Richardson,RB,21,18,Alabama,College Stats,5/9,228,4.48,,,,,,Cleveland Browns / 1st / 3rd pick / 2012
61,2012,Sean Richardson,S,22,1,Vanderbilt,College Stats,6/2,216,4.43,38.5,22,128,7.01,4.44,
62,2012,Matt Reynolds,OT,25,0,BYU,College Stats,6/4,302,5.27,,25,,,,
63,2012,Kendall Reyes,DT,22,24,Connecticut,College Stats,6/4,299,4.82,34.5,36,113,7.43,4.53,San Diego Chargers / 2nd / 49th pick / 2012
64,2012,Riley Reiff,OT,23,65,Iowa,College Stats,6/6,313,5.16,26.5,23,98,7.87,4.75,Detroit Lions / 1st / 23rd pick / 2012
65,2012,Rueben Randle,WR,20,22,LSU,College Stats,6/3,210,4.55,31,15,121,6.99,4.36,New York Giants / 2nd / 63rd pick / 2012
66,2012,Kheeston Randall,DT,22,1,Texas,College Stats,6/5,293,5,34,28,111,7.49,4.84,Miami Dolphins / 7th / 215th pick / 2012
67,2012,Chris Rainey,RB,24,1,Florida,College Stats,5/8,180,4.36,36.5,16,120,6.5,3.93,Pittsburgh Steelers / 5th / 159th pick / 2012
68,2012,Brian Quick,WR,22,12,Appalachian State,,6/3,220,4.5,34,15,119,7.1,4.23,St. Louis Rams / 2nd / 33rd pick / 2012
69,2012,Cyhl Quarles,S,22,0,Wake Forest,College Stats,6/1,213,4.54,32.5,19,119,7.21,4.32,
70,2012,Shaun Prater,CB,22,2,Iowa,College Stats,5/10,190,4.5,,14,,,,Cincinnati Bengals / 5th / 156th pick / 2012
71,2012,Shawn Powell,P,23,2,Florida State,College Stats,6/4,248,5.06,,,,,,
72,2012,Chaz Powell,CB,24,0,Penn State,College Stats,6/1,203,4.42,33,17,121,6.84,4.16,
73,2012,Nate Potter,OT,23,3,Boise State,College Stats,6/6,303,5.26,28.5,22,100,7.49,4.67,Arizona Cardinals / 7th / 221st pick / 2012
74,2012,DeVier Posey,WR,21,2,Ohio State,College Stats,6/2,211,4.39,36.5,14,123,7.03,4.15,Houston Texans / 3rd / 68th pick / 2012
75,2012,Tauren Poole,RB,22,0,Tennessee,College Stats,5/10,205,4.48,34,24,118,7.36,4.19,
76,2012,Chris Polk,RB,22,6,Washington,College Stats,5/10,215,4.52,31.5,,111,7.13,4.21,
77,2012,Dontari Poe,DT,21,62,Memphis,College Stats,6/3,346,4.89,29.5,44,105,7.9,4.56,Kansas City Chiefs / 1st / 11th pick / 2012
78,2012,Eddie Pleasant,S,23,7,Oregon,College Stats,5/10,211,4.53,33.5,22,116,7.12,4.28,
79,2012,Bernard Pierce,RB,20,10,Temple,College Stats,6/1,218,4.45,36.5,17,123,7.07,4.28,Baltimore Ravens / 3rd / 84th pick / 2012
80,2012,DeAngelo Peterson,TE,23,0,LSU,College Stats,6/3,243,4.69,36,18,121,7.19,,
81,2012,Nick Perry,DE,21,25,USC,College Stats,6/3,271,4.55,38.5,35,124,7.25,4.66,Green Bay Packers / 1st / 28th pick / 2012
82,2012,Micah Pellerin,CB,23,0,Kansas State,,6/1,194,4.52,33,14,116,,,
83,2012,Isaiah Pead,RB,22,1,Cincinnati,College Stats,5/10,197,4.39,33,,116,6.95,4.32,St. Louis Rams / 2nd / 50th pick / 2012
84,2012,David Paulson,TE,23,1,Oregon,College Stats,6/3,246,4.79,32,21,110,7.18,4.4,Pittsburgh Steelers / 7th / 240th pick / 2012
85,2012,Eric Page,WR,20,1,Toledo,College Stats,5/9,186,4.5,30,15,112,6.95,3.98,
86,2012,Chris Owusu,WR,22,3,Stanford,College Stats,6/1,196,4.36,40.5,19,129,6.85,4.11,
87,2012,Brock Osweiler,QB,21,15,Arizona State,College Stats,6/7,242,4.83,,,,,,Denver Broncos / 2nd / 57th pick / 2012
88,2012,Kelechi Osemele,OT,22,55,Iowa State,,6/5,333,5.22,26.5,32,104,7.91,4.87,Baltimore Ravens / 2nd / 60th pick / 2012
89,2012,Brad Nortman,P,22,12,Wisconsin,College Stats,6/2,213,4.78,,,,,,Carolina Panthers / 6th / 207th pick / 2012
90,2012,Josh Norman,CB,24,45,Coastal Carolina,,6/1,197,4.61,33,14,124,7.09,4.23,Carolina Panthers / 5th / 143rd pick / 2012
91,2012,Lucas Nix,OG,22,4,Pittsburgh,College Stats,6/5,317,5.36,29.5,,102,7.81,4.9,
92,2012,Derek Moye,WR,23,0,Penn State,College Stats,6/4,209,4.46,33.5,10,115,,4.23,
93,2012,Brandon Mosley,OT,23,2,Auburn,College Stats,6/6,314,5.14,27,30,103,7.43,4.78,New York Giants / 4th / 131st pick / 2012
94,2012,Alfred Morris,RB,23,40,Florida Atlantic,College Stats,5/10,219,4.63,35.5,16,117,7.01,4.19,Washington Redskins / 6th / 173rd pick / 2012
95,2012,Kellen Moore,QB,22,2,Boise State,College Stats,6/1,197,4.82,27,,99,7.41,4.56,
96,2012,Kashif Moore,WR,23,0,Connecticut,College Stats,5/9,180,4.36,43.5,19,126,6.82,4.05,
97,2012,David Molk,C,23,3,Michigan,College Stats,6/1,298,5.18,,41,,,,San Diego Chargers / 7th / 226th pick / 2012
98,2012,Charles Mitchell,S,22,1,Mississippi State,College Stats,5/11,202,4.56,37,19,127,6.93,4.22,Atlanta Falcons / 6th / 192nd pick / 2012
99,2012,Chase Minnifield,CB,22,1,Virginia,College Stats,5/10,183,4.63,,7,,,,
100,2012,Ryan Miller,OG,22,1,Colorado,College Stats,6/7,321,5.16,28,32,100,7.72,4.78,Cleveland Browns / 5th / 160th pick / 2012
101,2012,Lamar Miller,RB,20,47,Miami (FL),College Stats,5/11,212,4.34,33,,,,,Miami Dolphins / 4th / 97th pick / 2012
102,2012,Whitney Mercilus,DE,21,57,Illinois,College Stats,6/4,261,4.68,32,27,118,7.17,4.53,Houston Texans / 1st / 26th pick / 2012
103,2012,DeQuan Menzie,CB,22,0,Alabama,College Stats,5/11,202,4.65,33,,116,,,Kansas City Chiefs / 5th / 146th pick / 2012
104,2012,Davin Meggett,RB,21,0,Maryland,College Stats,5/8,211,4.5,35,23,118,7.14,4.32,
105,2012,Caleb McSurdy,ILB,22,0,Montana,,6/1,245,4.82,30,26,110,7.26,4.28,Dallas Cowboys / 7th / 222nd pick / 2012
106,2012,Marvin McNutt,WR,22,0,Iowa,College Stats,6/3,216,4.48,37,,122,7.15,4.07,Philadelphia Eagles / 6th / 194th pick / 2012
107,2012,Jerron McMillian,S,22,2,Maine,,5/11,203,4.47,36.5,17,120,6.69,4.22,Green Bay Packers / 4th / 133rd pick / 2012
108,2012,Kelcie McCray,S,23,6,Arkansas State,College Stats,6/2,202,4.48,30.5,12,122,7,4.29,
109,2012,Shea McClellin,OLB,22,18,Boise State,College Stats,6/3,260,4.62,31.5,19,118,7.07,4.33,Chicago Bears / 1st / 19th pick / 2012
110,2012,Antoine McClain,OG,22,0,Clemson,,6/5,329,5.48,27,19,91,8.13,4.82,
111,2012,Matt McCants,OT,22,3,Ala-Birmingham,,6/6,308,5.4,25.5,17,97,,,New York Giants / 6th / 201st pick / 2012
112,2012,Rishard Matthews,WR,22,24,Nevada,College Stats,6/1,217,4.54,36,20,,6.88,4.19,Miami Dolphins / 7th / 227th pick / 2012
113,2012,Jonathan Massaquoi,OLB,23,6,Troy,College Stats,6/2,264,4.81,33.5,20,120,7.38,4.53,Atlanta Falcons / 5th / 164th pick / 2012
114,2012,Bobby Massie,OT,22,46,Mississippi,College Stats,6/6,316,5.18,27.5,22,103,7.7,4.95,Arizona Cardinals / 4th / 112th pick / 2012
115,2012,Mike Martin,DT,21,6,Michigan,College Stats,6/1,306,4.8,33.5,36,113,7.19,4.25,Tennessee Titans / 3rd / 82nd pick / 2012
116,2012,Markelle Martin,S,21,1,Oklahoma State,College Stats,6/1,207,4.47,,19,,,,Tennessee Titans / 6th / 190th pick / 2012
117,2012,Keshawn Martin,WR,21,7,Michigan State,College Stats,5/11,188,4.42,39.5,13,122,6.85,4.13,Houston Texans / 4th / 121st pick / 2012
118,2012,Jonathan Martin,OT,22,15,Stanford,,6/5,312,5.27,,,,,,Miami Dolphins / 2nd / 42nd pick / 2012
119,2012,Doug Martin,RB,23,43,Boise State,College Stats,5/9,223,4.46,36,28,120,6.79,4.16,Tampa Bay Buccaneers / 1st / 31st pick / 2012
120,2012,Brandon Marshall,OLB,22,32,Nevada,College Stats,6/1,242,4.72,30.5,28,108,7.05,4.09,Jacksonville Jaguars / 5th / 142nd pick / 2012
121,2012,Terrell Manning,OLB,21,0,North Carolina State,College Stats,6/2,237,4.71,32.5,22,114,7.18,4.43,Green Bay Packers / 5th / 163rd pick / 2012
122,2012,Andrew Luck,QB,22,80,Stanford,College Stats,6/4,234,4.59,36,,124,6.8,4.28,Indianapolis Colts / 1st / 1st pick / 2012
123,2012,Joe Looney,OG,21,24,Wake Forest,College Stats,6/3,309,5.02,,26,,,,San Francisco 49ers / 4th / 117th pick / 2012
124,2012,Shawn Loiseau,ILB,22,0,Merrimack,,6/1,244,4.74,32.5,19,109,,,
125,2012,Ryan Lindley,QB,22,-4,San Diego State,College Stats,6/4,229,4.86,29.5,,108,7.52,4.45,Arizona Cardinals / 6th / 185th pick / 2012
126,2012,Travis Lewis,OLB,24,4,Oklahoma,College Stats,6/1,246,4.83,36,22,122,,,Detroit Lions / 7th / 223rd pick / 2012
127,2012,Ronnell Lewis,OLB,21,1,Oklahoma,College Stats,6/2,253,4.65,31,36,112,7.09,4.4,Detroit Lions / 4th / 125th pick / 2012
128,2012,Josh LeRibeus,OG,22,12,SMU,,6/3,312,5.31,26,29,96,7.64,4.65,Washington Redskins / 3rd / 71st pick / 2012
129,2012,Ronald Leary,OG,22,35,Memphis,College Stats,6/3,315,5.23,29,30,104,7.87,4.91,
130,2012,Markus Kuhn,DT,25,6,North Carolina State,College Stats,6/5,299,4.87,34.5,28,112,7.43,4.41,New York Giants / 7th / 239th pick / 2012
131,2012,Luke Kuechly,ILB,20,107,Boston Col.,College Stats,6/3,242,4.58,38,27,123,6.92,4.12,Carolina Panthers / 1st / 9th pick / 2012
132,2012,Peter Konz,C,22,17,Wisconsin,,6/5,314,5.16,,18,,,,Atlanta Falcons / 2nd / 55th pick / 2012
133,2012,Dre Kirkpatrick,CB,22,36,Alabama,College Stats,6/2,186,4.5,35,,120,,,Cincinnati Bengals / 1st / 17th pick / 2012
134,2012,Mychal Kendricks,ILB,21,44,California,College Stats,5/11,239,4.44,39.5,24,127,,4.19,Philadelphia Eagles / 2nd / 46th pick / 2012
135,2012,Senio Kelemete,OG,21,26,Washington,College Stats,6/4,307,5.39,25,21,101,7.77,4.58,Arizona Cardinals / 5th / 151st pick / 2012
136,2012,Case Keenum,QB,24,38,Houston,College Stats,6/1,208,4.72,32.5,,103,,,
137,2012,Jermaine Kearse,WR,22,30,Washington,College Stats,6/1,209,4.5,34,14,119,7.03,4.12,
138,2012,Matt Kalil,OT,22,38,USC,College Stats,6/7,306,4.96,27,30,,7.33,4.65,Minnesota Vikings / 1st / 4th pick / 2012
139,2012,Josh Kaddu,OLB,21,0,Oregon,College Stats,6/3,239,4.67,34,20,119,,,Miami Dolphins / 5th / 155th pick / 2012
140,2012,Marcel Jones,OT,23,0,Nebraska,,6/6,320,5.57,27.5,13,95,8.03,5.12,New Orleans Saints / 7th / 234th pick / 2012
141,2012,Marvin Jones,WR,21,53,California,College Stats,6/2,199,4.46,33,22,112,6.81,4.11,Cincinnati Bengals / 5th / 166th pick / 2012
142,2012,Dwight Jones,WR,23,,North Carolina,College Stats,6/3,230,4.51,33,14,109,,,
143,2012,Chandler Jones,DE,22,79,Syracuse,College Stats,6/5,266,4.77,35,22,120,7.07,4.38,New England Patriots / 1st / 21st pick / 2012
144,2012,Ben Jones,C,22,62,Georgia,College Stats,6/3,303,5.35,30.5,29,105,7.95,4.74,Houston Texans / 4th / 99th pick / 2012
145,2012,Trumaine Johnson,CB,22,34,Montana,,6/2,204,4.5,35.5,19,122,7.2,4.15,St. Louis Rams / 3rd / 65th pick / 2012
146,2012,Steven Johnson,OLB,23,8,Kansas,College Stats,6/1,239,4.71,36,16,113,7.32,4.38,
147,2012,Rishaw Johnson,OG,23,1,California (PA),,6/3,313,5.12,31.5,22,108,7.87,4.53,
148,2012,Leonard Johnson,CB,21,20,Iowa State,College Stats,5/10,196,4.62,32,15,120,6.96,4.15,
149,2012,James-Michael Johnson,ILB,22,11,Nevada,College Stats,6/1,241,4.6,37,23,124,7.34,4.37,Cleveland Browns / 4th / 120th pick / 2012
150,2012,Cam Johnson,DE,21,5,Virginia,College Stats,6/3,268,4.75,35,,105,7.2,4.38,San Francisco 49ers / 7th / 237th pick / 2012
151,2012,Janoris Jenkins,CB,23,59,Florida,College Stats,5/10,193,4.41,33.5,,121,6.95,4.13,St. Louis Rams / 2nd / 39th pick / 2012
152,2012,A.J. Jenkins,WR,22,2,Illinois,College Stats,6/1,190,4.37,38.5,12,124,,,San Francisco 49ers / 1st / 30th pick / 2012
153,2012,Alshon Jeffery,WR,22,55,South Carolina,College Stats,6/3,216,4.48,,,,,,Chicago Bears / 2nd / 45th pick / 2012
154,2012,LaMichael James,RB,22,2,Oregon,College Stats,5/8,194,4.35,35,15,123,6.88,4.12,San Francisco 49ers / 2nd / 61st pick / 2012
155,2012,Malik Jackson,DE,22,46,Tennessee,College Stats,6/5,284,4.85,28,25,105,7.38,4.41,Denver Broncos / 5th / 137th pick / 2012
156,2012,Jerrell Jackson,WR,22,0,Missouri,College Stats,6/1,196,4.5,41,22,127,6.82,4.11,
157,2012,Asa Jackson,CB,22,3,Cal Poly,,5/10,191,4.48,34.5,19,118,6.97,4.03,Baltimore Ravens / 5th / 169th pick / 2012
158,2012,Bruce Irvin,OLB,24,46,West Virginia,College Stats,6/3,245,4.41,33.5,23,123,6.7,4.03,Seattle Seahawks / 1st / 15th pick / 2012
159,2012,Melvin Ingram,OLB,22,60,South Carolina,College Stats,6/1,264,4.69,34.5,28,109,6.83,4.18,San Diego Chargers / 1st / 18th pick / 2012
160,2012,George Iloka,S,21,32,Boise State,College Stats,6/4,225,4.6,34.5,20,124,7.03,4.03,Cincinnati Bengals / 5th / 167th pick / 2012
161,2012,Duke Ihenacho,S,22,9,San Jose State,College Stats,6/1,213,4.67,35,20,122,6.78,4.22,
162,2012,Emil Igwenagu,FB,22,0,Massachusetts,,6/1,249,4.7,34.5,19,121,7.32,4.4,
163,2012,John Hughes,DT,23,11,Cincinnati,College Stats,6/2,309,5.32,,28,,,,Cleveland Browns / 3rd / 87th pick / 2012
164,2012,Delano Howell,S,22,1,Stanford,College Stats,5/11,210,4.61,33,21,120,6.97,4.15,
165,2012,Jaye Howard,DT,23,18,Florida,College Stats,6/3,301,4.78,27.5,24,106,7.32,4.47,Seattle Seahawks / 4th / 114th pick / 2012
166,2012,Jayron Hosley,CB,21,8,Virginia Tech,College Stats,5/10,178,4.38,,11,,,,New York Giants / 3rd / 94th pick / 2012
167,2012,Lamar Holmes,OT,22,10,Southern Miss,College Stats,6/5,323,5.29,27,22,104,7.74,4.8,Atlanta Falcons / 3rd / 91st pick / 2012
168,2012,T.Y. Hilton,WR,22,82,Florida International,College Stats,5/9,183,4.34,,,,,,Indianapolis Colts / 3rd / 92nd pick / 2012
169,2012,Stephen Hill,WR,20,4,Georgia Tech,College Stats,6/4,215,4.36,39.5,14,133,6.88,4.48,New York Jets / 2nd / 43rd pick / 2012
170,2012,Ronnie Hillman,RB,20,18,San Diego State,College Stats,5/9,200,4.42,37,17,,,,Denver Broncos / 3rd / 67th pick / 2012
171,2012,Dont'a Hightower,ILB,21,68,Alabama,College Stats,6/2,265,4.62,32,,,,,New England Patriots / 1st / 25th pick / 2012
172,2012,Dan Herron,RB,22,5,Ohio State,College Stats,5/10,213,4.57,35,22,117,6.97,4.04,Cincinnati Bengals / 6th / 191st pick / 2012
173,2012,Junior Hemingway,WR,23,2,Michigan,College Stats,6/1,225,4.48,35.5,21,124,6.59,3.98,Kansas City Chiefs / 7th / 238th pick / 2012
174,2012,Casey Hayward,CB,22,51,Vanderbilt,College Stats,5/11,192,4.47,34,19,119,6.76,3.9,Green Bay Packers / 2nd / 62nd pick / 2012
175,2012,Mike Harris,CB,23,6,Florida State,College Stats,5/10,188,4.52,36,,117,6.81,4.07,Jacksonville Jaguars / 6th / 176th pick / 2012
176,2012,Josh Harris,LS,22,8,Auburn,College Stats,6/1,252,4.82,,15,,,,
177,2012,DaJohn Harris,DT,23,0,USC,College Stats,6/3,306,4.97,,,,,,
178,2012,Cliff Harris,CB,22,,Oregon,College Stats,5/11,175,4.61,36,14,118,6.79,4.19,
179,2012,Chandler Harnish,QB,23,0,Northern Illinois,College Stats,6/2,219,4.68,32.5,,112,6.78,4.15,Indianapolis Colts / 7th / 253rd pick / 2012
180,2012,Cory Harkey,TE,21,1,UCLA,College Stats,6/4,260,5.06,26.5,13,109,7.4,4.69,
181,2012,James Hanna,TE,22,3,Oklahoma,College Stats,6/4,252,4.43,36,24,122,6.76,4.11,Dallas Cowboys / 6th / 186th pick / 2012
182,2012,Darius Hanks,WR,23,0,Alabama,College Stats,6/1,184,4.52,34,11,117,,,
183,2012,Jewel Hampton,RB,22,0,Southern Illinois,,5/9,218,4.56,,26,,,,
184,2012,Dominique Hamilton,DT,23,0,Missouri,College Stats,6/5,313,5.45,,31,,7.82,4.78,
185,2012,Winston Guy,S,21,3,Kentucky,College Stats,6/1,218,4.62,,,,,,Seattle Seahawks / 6th / 181st pick / 2012
186,2012,Trevor Guyton,DE,,,California,College Stats,6/3,285,5.01,31,,105,7.45,4.53,Minnesota Vikings / 7th / 219th pick / 2012
187,2012,Robert Griffin,QB,22,38,Baylor,College Stats,6/2,223,4.33,39,,120,,,Washington Redskins / 1st / 2nd pick / 2012
188,2012,Ladarius Green,TE,21,12,Louisiana-Lafayette,College Stats,6/6,238,4.45,34.5,16,124,7.12,4.47,San Diego Chargers / 4th / 110th pick / 2012
189,2012,Jonas Gray,RB,21,5,Notre Dame,College Stats,5/10,223,4.58,,20,,,,
190,2012,Cyrus Gray,RB,22,1,Texas A&M,College Stats,5/10,206,4.4,32.5,21,114,7.17,,Kansas City Chiefs / 6th / 182nd pick / 2012
191,2012,T.J. Graham,WR,22,7,North Carolina State,College Stats,5/11,188,4.34,33.5,8,120,6.77,4.18,Buffalo Bills / 3rd / 69th pick / 2012
192,2012,Najee Goode,ILB,22,11,West Virginia,College Stats,6/1,244,4.55,35.5,,117,,,Tampa Bay Buccaneers / 5th / 140th pick / 2012
193,2012,Cordy Glenn,OT,22,44,Georgia,College Stats,6/6,345,5.08,23.5,31,93,8.13,5,Buffalo Bills / 2nd / 41st pick / 2012
194,2012,Chris Givens,WR,22,13,Wake Forest,College Stats,5/11,198,4.35,33.5,19,118,6.97,4.23,St. Louis Rams / 4th / 96th pick / 2012
