Rk,Year,Player,Pos,Age,AV,School,,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
50,2006,Eric Smith,S,22,20,Michigan State,College Stats,6/1,209,4.63,40,21,127,6.89,4.1,New York Jets / 3rd / 97th pick / 2006
51,2006,Brad Smith,WR,22,20,Missouri,College Stats,6/2,213,4.46,39.5,,128,7,4.33,New York Jets / 4th / 103rd pick / 2006
52,2006,Anthony Smith,S,22,13,Syracuse,College Stats,6/1,194,4.71,41,18,125,6.75,4.35,Pittsburgh Steelers / 3rd / 83rd pick / 2006
53,2006,Rob Sims,OG,22,54,Ohio State,,6/3,307,5.25,,27,,,,Seattle Seahawks / 4th / 128th pick / 2006
54,2006,Ernie Sims,OLB,21,33,Florida State,College Stats,5/11,231,4.5,41,25,125,7.31,4.22,Detroit Lions / 1st / 9th pick / 2006
55,2006,Ko Simpson,S,22,12,South Carolina,College Stats,6/1,209,4.45,40.5,11,122,7.09,4.17,Buffalo Bills / 4th / 105th pick / 2006
56,2006,Mark Setterstrom,OG,22,5,Minnesota,,6/4,314,5.38,26.5,19,100,7.63,4.53,St. Louis Rams / 7th / 242nd pick / 2006
57,2006,Jimmy Martin,OT,,,Virginia Tech,,6/5,303,5.23,31,25,101,,,San Diego Chargers / 7th / 227th pick / 2006
58,2006,Jonathan Scott,OT,23,19,Texas,College Stats,6/6,315,5.32,24.5,,101,7.73,4.85,Detroit Lions / 5th / 141st pick / 2006
59,2006,Anthony Schlegel,ILB,25,2,Ohio State,College Stats,6/1,250,4.88,32,21,111,7.41,4.38,New York Jets / 3rd / 76th pick / 2006
60,2006,Tony Scheffler,TE,23,28,West. Michigan,College Stats,6/5,254,4.54,33.5,17,115,6.81,4.01,Denver Broncos / 2nd / 61st pick / 2006
61,2006,Nate Salley,S,22,1,Ohio State,College Stats,6/2,216,4.63,40,14,123,6.79,4.15,Carolina Panthers / 4th / 121st pick / 2006
62,2006,DeMeco Ryans,OLB,21,70,Alabama,College Stats,6/1,236,4.65,39,23,129,7.19,4.17,Houston Texans / 2nd / 33rd pick / 2006
63,2006,Frostee Rucker,DE,22,48,USC,College Stats,6/3,267,4.88,29.5,,110,,,Cincinnati Bengals / 3rd / 91st pick / 2006
64,2006,Derrick Ross,RB,22,0,Tarleton State,,5/10,226,4.56,35,20,112,7,4.35,
65,2006,Cory Ross,RB,23,0,Nebraska,College Stats,5/6,201,4.58,,15,,,,
66,2006,Dennis Roland,OT,22,15,Georgia,,6/10,328,5.28,,19,,,,
67,2006,Michael Robinson,WR,23,8,Penn State,College Stats,6/1,227,4.57,,,,,,San Francisco 49ers / 4th / 100th pick / 2006
68,2006,Willie Reid,WR,23,1,Florida State,College Stats,5/10,188,4.34,37.5,,117,7.06,4.26,Pittsburgh Steelers / 3rd / 95th pick / 2006
69,2006,Donovan Raiola,C,23,0,Wisconsin,,6/2,300,5.55,25,20,90,8.17,4.97,
70,2006,Leonard Pope,TE,22,7,Georgia,College Stats,6/8,258,4.62,37.5,22,118,7.47,4.67,Arizona Cardinals / 3rd / 72nd pick / 2006
71,2006,Bernard Pollard,S,21,40,Purdue,College Stats,6/2,224,4.57,36.5,,131,,,Kansas City Chiefs / 2nd / 54th pick / 2006
72,2006,Jason Pociask,TE,23,0,Wisconsin,College Stats,6/3,266,4.84,32.5,23,115,7.31,4.3,New York Jets / 5th / 150th pick / 2006
73,2006,Ryan Plackemeier,P,22,5,Wake Forest,College Stats,6/3,253,5.2,,,,,,Seattle Seahawks / 7th / 239th pick / 2006
74,2006,David Pittman,CB,22,1,NW State (LA),,5/11,182,4.44,36,14,128,,4.23,Baltimore Ravens / 3rd / 87th pick / 2006
75,2006,Cedric Humes,RB,,,Virginia Tech,College Stats,6/1,227,4.62,30.5,18,106,7.07,4.22,Pittsburgh Steelers / 7th / 240th pick / 2006
76,2006,Marvin Philip,C,,,California,,6/1,307,5.24,27,27,96,7.85,4.69,Pittsburgh Steelers / 6th / 201st pick / 2006
77,2006,Charles Davis,TE,,,Purdue,College Stats,6/5,263,4.87,31.5,27,108,7.53,4.37,Pittsburgh Steelers / 5th / 167th pick / 2006
78,2006,Omar Jacobs,QB,,,Bowling Green,College Stats,6/4,232,4.84,32.5,,108,7.47,4.29,Pittsburgh Steelers / 5th / 164th pick / 2006
79,2006,Anwar Phillips,CB,23,0,Penn State,College Stats,6/1,193,4.6,,,,,,
80,2006,Jeremy Bloom,WR,,,Colorado,,5/9,173,4.49,,,,,,Philadelphia Eagles / 5th / 147th pick / 2006
81,2006,Charlie Peprah,S,23,13,Alabama,College Stats,5/11,206,4.66,37.5,15,119,6.81,4.09,New York Giants / 5th / 158th pick / 2006
82,2006,Terrance Pennington,OT,22,4,New Mexico,,6/7,325,5.39,28.5,28,102,,,Buffalo Bills / 7th / 216th pick / 2006
83,2006,Donald Penn,OT,22,87,Utah State,College Stats,6/4,317,5.05,,21,,,,
84,2006,Domata Peko,DT,21,92,Michigan State,College Stats,6/3,307,5.27,28.5,25,103,7.69,4.49,Cincinnati Bengals / 4th / 123rd pick / 2006
85,2006,Sam Paulescu,P,21,1,Oregon State,College Stats,6/1,190,4.98,,,,,,
86,2006,Jarrad Page,S,21,20,UCLA,College Stats,6/1,239,4.63,38,,127,6.68,4.14,Kansas City Chiefs / 7th / 228th pick / 2006
87,2006,Jonathan Orr,WR,,,Wisconsin,College Stats,6/2,198,4.44,35.5,,119,7.31,4.16,Tennessee Titans / 6th / 172nd pick / 2006
88,2006,Joe Toledo,OT,,,Washington,,6/5,337,5.11,,32,,,,Miami Dolphins / 4th / 114th pick / 2006
89,2006,Babatunde Oshinowo,DT,23,0,Stanford,,6/2,304,5.27,32,33,105,7.87,4.54,Cleveland Browns / 6th / 181st pick / 2006
90,2006,Melvin Oliver,DE,22,5,LSU,College Stats,6/3,276,5.08,,,,,,San Francisco 49ers / 6th / 197th pick / 2006
91,2006,Quinn Ojinnaka,OT,21,12,Syracuse,,6/5,309,5.44,28.5,21,102,8.45,5.11,Atlanta Falcons / 5th / 139th pick / 2006
92,2006,Ryan O'Callaghan,OT,22,12,California,,6/7,344,5.39,25,21,92,,,New England Patriots / 5th / 136th pick / 2006
93,2006,Ben Obomanu,WR,22,10,Auburn,College Stats,6/1,205,4.45,38,,116,7.17,4.21,Seattle Seahawks / 7th / 249th pick / 2006
94,2006,Gerrick McPhearson,CB,,,Maryland,College Stats,5/10,196,4.42,41.5,18,129,,,New York Giants / 7th / 232nd pick / 2006
95,2006,Dan Stevenson,OG,,,Notre Dame,,6/5,300,5.36,24.5,24,100,7.58,4.59,New England Patriots / 6th / 205th pick / 2006
96,2006,Jerious Norwood,RB,22,21,Mississippi State,College Stats,6/1,210,4.4,36.5,15,122,6.81,4.25,Atlanta Falcons / 3rd / 79th pick / 2006
97,2006,Josh Lay,CB,,,Pittsburgh,,6/1,197,4.48,40.5,16,120,,,New Orleans Saints / 6th / 174th pick / 2006
98,2006,Rob Ninkovich,DE,22,59,Purdue,College Stats,6/3,260,4.91,34.5,23,116,6.96,4.18,New Orleans Saints / 5th / 135th pick / 2006
99,2006,A.J. Nicholson,OLB,22,0,Florida State,College Stats,6/1,252,4.88,,25,116,7.37,4.43,Cincinnati Bengals / 5th / 157th pick / 2006
100,2006,Haloti Ngata,DT,22,125,Oregon,College Stats,6/4,338,5.13,31.5,37,110,7.95,4.65,Baltimore Ravens / 1st / 12th pick / 2006
101,2006,Terna Nande,OLB,22,0,Miami (OH),College Stats,6/1,232,4.51,39,41,124,6.97,4.11,Tennessee Titans / 5th / 137th pick / 2006
102,2006,Martin Nance,WR,22,0,Miami (OH),College Stats,6/4,213,4.55,33.5,,112,6.91,4.08,
103,2006,Sinorice Moss,WR,22,4,Miami (FL),College Stats,5/8,185,4.38,,,,,,New York Giants / 2nd / 44th pick / 2006
104,2006,Will Montgomery,C,23,39,Virginia Tech,,6/3,312,5.12,29.5,35,104,7.4,4.43,Carolina Panthers / 7th / 234th pick / 2006
105,2006,Anthony Mix,WR,23,0,Auburn,College Stats,6/4,235,4.48,31.5,,111,,,
106,2006,Jeremy Mincey,DE,22,32,Florida,College Stats,6/3,259,4.76,33.5,27,116,6.99,4.25,New England Patriots / 6th / 191st pick / 2006
107,2006,Garrett Mills,FB,22,1,Tulsa,College Stats,6/1,241,4.64,35.5,23,111,6.81,4.05,New England Patriots / 4th / 106th pick / 2006
108,2006,Paul McQuistan,OT,22,26,Weber State,,6/6,312,5.07,29.5,28,110,7.72,4.62,Oakland Raiders / 3rd / 69th pick / 2006
109,2006,Reggie McNeal,QB,22,0,Texas A&M,College Stats,6/2,198,4.4,32,,121,6.96,4.25,Cincinnati Bengals / 6th / 193rd pick / 2006
110,2006,Marcus McNeill,OT,22,53,Auburn,College Stats,6/8,336,5.07,31,,98,8.19,5,San Diego Chargers / 2nd / 50th pick / 2006
111,2006,Rocky McIntosh,OLB,23,43,Miami (FL),,6/2,237,4.62,41.5,18,119,,,Washington Redskins / 2nd / 35th pick / 2006
112,2006,Tim McGarigle,ILB,22,1,Northwestern,College Stats,6/1,242,4.73,38,,118,7.09,4.07,St. Louis Rams / 7th / 221st pick / 2006
113,2006,Stanley McClover,DE,21,1,Auburn,College Stats,6/2,262,4.7,39,19,114,7.87,4.5,Carolina Panthers / 7th / 237th pick / 2006
114,2006,John McCargo,DT,22,4,North Carolina State,College Stats,6/1,302,5.15,30.5,25,110,7.79,4.48,Buffalo Bills / 1st / 26th pick / 2006
115,2006,Marcus Maxey,CB,23,0,Miami (FL),College Stats,6/1,198,4.48,41.5,14,129,,,Kansas City Chiefs / 5th / 154th pick / 2006
116,2006,Tim Massaquoi,TE,23,0,Michigan,College Stats,6/3,259,4.85,,32,,,,Tampa Bay Buccaneers / 7th / 244th pick / 2006
117,2006,Ingle Martin,QB,23,0,Furman,,6/2,220,4.71,36,,111,7.13,4.17,Green Bay Packers / 5th / 148th pick / 2006
118,2006,Derrick Martin,CB,20,5,Wyoming,College Stats,5/10,202,4.5,40,17,127,6.72,3.95,Baltimore Ravens / 6th / 208th pick / 2006
119,2006,Richard Marshall,CB,21,36,Fresno State,College Stats,5/11,189,4.42,37,12,129,6.65,4.16,Carolina Panthers / 2nd / 58th pick / 2006
120,2006,Brandon Marshall,WR,21,103,Central Florida,College Stats,6/4,229,4.52,37,,120,,,Denver Broncos / 4th / 119th pick / 2006
121,2006,Laurence Maroney,RB,21,27,Minnesota,College Stats,6/1,217,4.48,,,,,,New England Patriots / 1st / 21st pick / 2006
122,2006,Danieal Manning,CB,23,42,Abilene Christian,,5/11,202,4.48,39,17,123,7.23,4.07,Chicago Bears / 2nd / 42nd pick / 2006
123,2006,Nick Mangold,C,22,91,Ohio State,,6/4,300,5.05,27.5,24,104,7.47,4.36,New York Jets / 1st / 29th pick / 2006
124,2006,Jesse Mahelona,DT,22,1,Tennessee,College Stats,6/1,311,5.37,,,,,,Tennessee Titans / 5th / 169th pick / 2006
125,2006,Deuce Lutui,OG,22,38,USC,,6/4,334,5.35,28,26,97,8.04,4.76,Arizona Cardinals / 2nd / 41st pick / 2006
126,2006,Wali Lundy,RB,22,5,Virginia,College Stats,5/11,214,4.48,35,18,111,6.99,4.36,Houston Texans / 6th / 170th pick / 2006
127,2006,Calvin Lowry,S,23,7,Penn State,College Stats,5/11,200,4.54,36,15,120,7.16,4.2,Tennessee Titans / 4th / 102nd pick / 2006
128,2006,Marcedes Lewis,TE,21,42,UCLA,College Stats,6/6,261,4.8,37,23,118,7.24,4.82,Jacksonville Jaguars / 1st / 28th pick / 2006
129,2006,Jonathan Lewis,DT,21,0,Virginia Tech,College Stats,6/1,309,4.97,33.5,24,111,7.4,4.4,Arizona Cardinals / 6th / 177th pick / 2006
130,2006,Matt Leinart,QB,22,12,USC,College Stats,6/5,223,4.9,,,,,,Arizona Cardinals / 1st / 10th pick / 2006
131,2006,Manny Lawson,OLB,21,57,North Carolina State,College Stats,6/5,241,4.43,39.5,23,124,6.9,4.18,San Francisco 49ers / 1st / 22nd pick / 2006
132,2006,Dawan Landry,S,23,51,Georgia Tech,College Stats,6/1,220,4.64,37.5,18,124,,4.27,Baltimore Ravens / 5th / 146th pick / 2006
133,2006,Ryan LaCasse,DE,23,1,Syracuse,College Stats,6/2,257,4.62,34,34,113,7.25,4.3,Baltimore Ravens / 7th / 219th pick / 2006
134,2006,Chris Kuper,OG,23,39,North Dakota,,6/4,301,5.1,30,24,109,7.59,4.6,Denver Broncos / 5th / 161st pick / 2006
135,2006,Joe Klopfenstein,TE,22,3,Colorado,College Stats,6/6,255,4.63,36,27,112,7.39,4.21,St. Louis Rams / 2nd / 46th pick / 2006
136,2006,Mathias Kiwanuka,DE,22,43,Boston Col.,College Stats,6/6,266,4.7,32,17,120,7.27,4.13,New York Giants / 1st / 32nd pick / 2006
137,2006,David Kirtman,FB,23,0,USC,College Stats,5/11,233,4.76,29.5,,106,7.18,4.31,Seattle Seahawks / 5th / 163rd pick / 2006
138,2006,Jeff King,TE,23,11,Virginia Tech,College Stats,6/5,245,4.83,32.5,21,109,6.99,4.09,Carolina Panthers / 5th / 155th pick / 2006
139,2006,William Kershaw,OLB,22,0,Maryland,College Stats,6/3,240,4.63,37,21,111,6.95,4.17,
140,2006,Freddy Keiaho,ILB,23,16,San Diego State,College Stats,5/11,224,4.68,36,15,113,7.01,4.12,Indianapolis Colts / 3rd / 94th pick / 2006
141,2006,Winston Justice,OT,21,22,USC,College Stats,6/6,319,5.16,35,,110,7.31,4.53,Philadelphia Eagles / 2nd / 39th pick / 2006
142,2006,Johnathan Joseph,CB,21,91,South Carolina,,5/11,193,4.31,37,15,123,6.92,4.23,Cincinnati Bengals / 1st / 24th pick / 2006
143,2006,Davin Joseph,OG,22,50,Oklahoma,College Stats,6/3,311,5.09,32,24,111,,4.97,Tampa Bay Buccaneers / 1st / 23rd pick / 2006
144,2006,Johnny Jolly,DT,23,22,Texas A&M,College Stats,6/3,317,5.41,,,104,,,Green Bay Packers / 6th / 183rd pick / 2006
145,2006,Brandon Johnson,OLB,22,14,Louisville,College Stats,6/5,228,4.44,37,11,118,7.17,4.34,Arizona Cardinals / 5th / 142nd pick / 2006
146,2006,Tim Jennings,CB,22,49,Georgia,College Stats,5/8,185,4.32,37.5,17,117,,,Indianapolis Colts / 2nd / 62nd pick / 2006
147,2006,Kelly Jennings,CB,23,19,Miami (FL),College Stats,5/11,178,4.39,40,,120,,4,Seattle Seahawks / 1st / 31st pick / 2006
148,2006,Greg Jennings,WR,22,78,West. Michigan,College Stats,5/11,197,4.42,36.5,,117,6.68,4.16,Green Bay Packers / 2nd / 52nd pick / 2006
149,2006,Adam Jennings,WR,23,0,Fresno State,College Stats,5/9,181,4.44,37.5,,118,6.88,4.12,Atlanta Falcons / 6th / 184th pick / 2006
150,2006,Julian Jenkins,DE,22,1,Stanford,College Stats,6/4,277,5.03,34.5,25,110,7.11,4.23,Tampa Bay Buccaneers / 5th / 156th pick / 2006
151,2006,Max Jean-Gilles,OG,22,15,Georgia,College Stats,6/4,355,5.48,24.5,27,95,8.56,5.08,Philadelphia Eagles / 4th / 99th pick / 2006
152,2006,T.J. Jackson,DT,22,0,Auburn,College Stats,6/1,304,5.15,31,26,104,7.72,4.6,
153,2006,Tarvaris Jackson,QB,22,24,Arkansas,College Stats,6/2,226,4.69,31.5,22,107,7.4,4.38,Minnesota Vikings / 2nd / 64th pick / 2006
154,2006,D'Qwell Jackson,ILB,22,75,Maryland,College Stats,6/1,230,4.73,37,19,116,7.05,4.36,Cleveland Browns / 2nd / 34th pick / 2006
155,2006,Chad Jackson,WR,21,2,Florida,College Stats,6/1,213,4.32,38.5,,122,6.73,3.97,New England Patriots / 2nd / 36th pick / 2006
156,2006,Brian Iwuh,OLB,21,8,Colorado,College Stats,6/1,234,4.66,,20,,,,
157,2006,Clint Ingram,OLB,22,23,Oklahoma,College Stats,6/2,244,4.65,41,22,,7.12,4.1,Jacksonville Jaguars / 3rd / 80th pick / 2006
158,2006,Darrell Hunter,CB,22,0,Miami (OH),College Stats,6/1,206,4.44,36,8,123,,4.11,
159,2006,Michael Huff,S,23,38,Texas,College Stats,6/1,204,4.34,40.5,21,125,,,Oakland Raiders / 1st / 7th pick / 2006
160,2006,Marcus Hudson,S,23,5,North Carolina State,College Stats,6/1,194,4.55,,11,,,,San Francisco 49ers / 6th / 192nd pick / 2006
161,2006,Oliver Hoyte,ILB,21,2,North Carolina State,College Stats,6/3,245,4.93,32,19,112,7.47,4.3,
162,2006,Thomas Howard,OLB,22,37,Texas-El Paso,College Stats,6/3,239,4.42,39,21,124,6.96,4.28,Oakland Raiders / 2nd / 38th pick / 2006
163,2006,Santonio Holmes,WR,22,54,Ohio State,College Stats,5/11,188,4.35,,,,,,Pittsburgh Steelers / 1st / 25th pick / 2006
164,2006,Abdul Hodge,ILB,23,2,Iowa,College Stats,6/1,236,4.76,31,,108,7.09,4.3,Green Bay Packers / 3rd / 67th pick / 2006
165,2006,Tye Hill,CB,23,9,Clemson,College Stats,5/10,185,4.34,41,,129,6.63,4.01,St. Louis Rams / 1st / 15th pick / 2006
166,2006,Devin Hester,WR,23,55,Miami (FL),College Stats,5/11,190,4.41,38,16,124,,,Chicago Bears / 2nd / 57th pick / 2006
167,2006,Eric Henderson,DE,23,0,Georgia Tech,College Stats,6/2,270,4.75,,30,,,,
168,2006,Chris Hawkins,CB,19,1,Marshall,College Stats,5/10,183,4.51,37,16,116,,4.18,
169,2006,A.J. Hawk,OLB,22,69,Ohio State,College Stats,6/1,248,4.59,40,24,115,6.82,3.96,Green Bay Packers / 1st / 5th pick / 2006
170,2006,Spencer Havner,ILB,23,3,UCLA,College Stats,6/3,242,4.69,39,,116,6.81,4.07,
171,2006,Jason Hatcher,DE,23,39,Grambling State,,6/6,284,4.82,35.5,28,113,7.67,4.49,Dallas Cowboys / 3rd / 92nd pick / 2006
172,2006,Mike Hass,WR,23,0,Oregon State,College Stats,6/1,208,4.59,32,,116,6.97,4.14,New Orleans Saints / 6th / 171st pick / 2006
173,2006,Orien Harris,DT,22,1,Miami (FL),College Stats,6/3,301,5.27,,25,,,,Pittsburgh Steelers / 4th / 133rd pick / 2006
174,2006,Jerome Harrison,RB,23,13,Washington State,College Stats,5/9,201,4.47,34.5,19,124,6.77,4.07,Cleveland Browns / 5th / 145th pick / 2006
175,2006,Gilbert Harris,FB,21,0,Arizona,College Stats,6/2,235,4.73,36,20,117,7,4.38,
176,2006,Roman Harper,S,23,61,Alabama,College Stats,6/1,198,4.5,,19,,,,New Orleans Saints / 2nd / 43rd pick / 2006
177,2006,Parys Haralson,DE,22,44,Tennessee,College Stats,6/1,253,4.8,32,24,115,7.37,4.26,San Francisco 49ers / 5th / 140th pick / 2006
178,2006,Andre Hall,RB,23,3,South Florida,College Stats,5/8,208,4.4,33,18,113,7.38,,
179,2006,Tamba Hali,DE,22,94,Penn State,College Stats,6/3,275,4.87,,,,,,Kansas City Chiefs / 1st / 20th pick / 2006
180,2006,Marques Hagans,RB,23,1,Virginia,College Stats,5/9,202,4.67,35,,114,7.03,4.38,St. Louis Rams / 5th / 144th pick / 2006
181,2006,Derek Hagan,WR,21,14,Arizona State,College Stats,6/2,208,4.45,36,,124,,4.07,Miami Dolphins / 3rd / 82nd pick / 2006
182,2006,Cedric Griffin,S,23,26,Texas,College Stats,6/1,199,4.51,35.5,17,125,6.84,4.1,Minnesota Vikings / 2nd / 48th pick / 2006
183,2006,Skyler Green,WR,21,0,LSU,College Stats,5/9,192,4.53,34,,118,,,Dallas Cowboys / 4th / 125th pick / 2006
184,2006,Marcus Green,DT,22,0,Ohio State,College Stats,6/1,295,5.14,31,33,108,7.62,4.86,
185,2006,Chad Greenway,OLB,23,82,Iowa,College Stats,6/2,242,4.76,33.5,16,117,7,4.22,Minnesota Vikings / 1st / 17th pick / 2006
186,2006,Bruce Gradkowski,QB,23,8,Toledo,College Stats,6/1,217,4.59,34,,107,7.12,4.16,Tampa Bay Buccaneers / 6th / 194th pick / 2006
187,2006,Charles Gordon,CB,21,4,Kansas,College Stats,5/10,183,4.6,35.5,12,115,6.95,4.2,
188,2006,Kedric Golston,DT,22,31,Georgia,College Stats,6/4,300,4.88,33,31,111,7.6,4.45,Washington Redskins / 6th / 196th pick / 2006
