Rk,Year,Player,Pos,Age,AV,School,,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
57,2001,Aaron Schobel,DE,23,73,TCU,College Stats,6/4,263,4.75,38,,119,7.16,4.03,Buffalo Bills / 2nd / 46th pick / 2001
58,2001,John Schlecht,DT,22,1,Minnesota,,6/1,295,4.95,31.5,27,101,7.45,4.3,
59,2001,Jace Sayler,DT,22,1,Michigan State,,6/5,294,5.06,31,29,105,7.81,4.59,
60,2001,Sage Rosenfels,QB,23,14,Iowa State,College Stats,6/4,228,4.74,34,,107,7.07,4.29,Washington Redskins / 4th / 109th pick / 2001
61,2001,Shaun Rogers,DT,21,70,Texas,,6/4,320,5.28,,,,,,Detroit Lions / 2nd / 61st pick / 2001
62,2001,Koren Robinson,WR,20,39,North Carolina State,College Stats,6/1,211,4.61,,,,,,Seattle Seahawks / 1st / 9th pick / 2001
63,2001,Mike Roberg,TE,23,0,Idaho,College Stats,6/4,256,4.75,34.5,16,117,7.28,4.4,Carolina Panthers / 7th / 227th pick / 2001
64,2001,Bernard Robertson,OG,21,3,Tulane,,6/3,308,5.24,30,19,106,8.06,4.58,Chicago Bears / 5th / 138th pick / 2001
65,2001,Marcellus Rivers,TE,22,3,Oklahoma State,College Stats,6/4,247,4.84,32.5,7,113,7.04,4.25,
66,2001,David Rivers,QB,6,0,West. Carolina,,6/3,223,4.73,31.5,,115,7.37,4.2,
67,2001,Karon Riley,DE,22,1,Minnesota,College Stats,6/2,264,4.75,,,,,,Chicago Bears / 4th / 103rd pick / 2001
68,2001,Jamal Reynolds,DE,22,3,Florida State,College Stats,6/3,267,4.72,,,,,,Green Bay Packers / 1st / 10th pick / 2001
69,2001,Ken-Yon Rambo,WR,22,1,Ohio State,College Stats,6/1,196,4.34,,,,,,Oakland Raiders / 7th / 229th pick / 2001
70,2001,Dominic Raiola,C,22,89,Nebraska,College Stats,6/2,307,5.13,33,29,108,7.55,4.35,Detroit Lions / 2nd / 50th pick / 2001
71,2001,Casey Rabach,C,23,52,Wisconsin,,6/4,298,5.23,,19,,,,Baltimore Ravens / 3rd / 92nd pick / 2001
72,2001,Ryan Prince,TE,23,0,Weber State,,6/4,257,4.99,31,20,102,7.65,4.45,
73,2001,Nate Poole,WR,24,3,Marshall,College Stats,6/1,198,4.79,32.5,,112,7.26,4.22,
74,2001,Tommy Polley,OLB,23,33,Florida State,College Stats,6/4,234,4.55,,,,,,St. Louis Rams / 2nd / 42nd pick / 2001
75,2001,Carlos Polk,ILB,24,8,Nebraska,College Stats,6/2,251,4.76,,,,,,San Diego Chargers / 4th / 112th pick / 2001
76,2001,Owen Pochman,K,23,-2,BYU,College Stats,5/11,179,,,,,,,New England Patriots / 7th / 216th pick / 2001
77,2001,Ryan Pickett,DT,21,81,Ohio State,,6/2,309,5.1,,,,,,St. Louis Rams / 1st / 29th pick / 2001
78,2001,Tupe Peko,C,22,9,Michigan State,,6/4,300,5.36,28,,92,8.1,4.56,New York Jets / 7th / 217th pick / 2001
79,2001,Jesse Palmer,QB,22,1,Florida,College Stats,6/2,231,4.78,35.5,,112,7.13,4.29,New York Giants / 4th / 125th pick / 2001
80,2001,Dan O'Leary,TE,23,0,Notre Dame,College Stats,6/4,252,5.02,32,16,113,7.4,4.31,Buffalo Bills / 6th / 195th pick / 2001
81,2001,Chukky Okobi,C,22,8,Purdue,College Stats,6/1,316,5.27,32.5,24,103,7.87,4.61,Pittsburgh Steelers / 5th / 146th pick / 2001
82,2001,Ifeanyi Ohalete,S,21,22,USC,,6/2,221,4.64,,16,,,,
83,2001,Arther Love,TE,,,South Carolina State,,6/4,236,4.75,36,24,,,,New England Patriots / 6th / 180th pick / 2001
84,2001,Moran Norris,FB,22,1,Kansas,College Stats,6/1,250,4.63,31,37,114,7.56,4.5,New Orleans Saints / 4th / 115th pick / 2001
85,2001,Dennis Norman,OG,21,18,Princeton,,6/4,305,5.16,35,25,107,8.08,4.72,Seattle Seahawks / 7th / 222nd pick / 2001
86,2001,Ennis Davis,DT,,,USC,,6/4,302,5.1,27.5,23,99,7.98,4.87,New Orleans Saints / 7th / 221st pick / 2001
87,2001,Mathias Nkwenti,OG,22,0,Temple,,6/3,293,5.57,35.5,29,113,7.66,4.18,Pittsburgh Steelers / 4th / 111th pick / 2001
88,2001,Richard Newsome,S,23,1,Michigan State,College Stats,5/11,203,4.59,,14,,,,
89,2001,Steve Neal,WR,24,50,West. Michigan,College Stats,6/1,190,4.59,36,,119,7.18,4.19,
90,2001,Brian Natkin,TE,23,0,Texas-El Paso,College Stats,6/2,251,4.95,27,20,98,7.78,4.59,
91,2001,Leonard Myers,CB,22,1,Miami (FL),College Stats,5/10,190,4.65,37,13,120,7.21,4.16,New England Patriots / 6th / 200th pick / 2001
92,2001,Santana Moss,WR,21,92,Miami (FL),College Stats,5/10,184,4.31,,,,,,New York Jets / 1st / 16th pick / 2001
93,2001,Quincy Morgan,WR,23,22,Kansas State,College Stats,6/1,211,4.48,,,,,,Cleveland Browns / 2nd / 33rd pick / 2001
94,2001,Dan Morgan,ILB,22,33,Miami (FL),College Stats,6/2,240,4.54,,,,,,Carolina Panthers / 1st / 11th pick / 2001
95,2001,Zeke Moreno,ILB,22,10,USC,College Stats,6/2,248,4.76,,24,,7.1,4.31,San Diego Chargers / 5th / 139th pick / 2001
96,2001,Mario Monds,DT,24,1,Cincinnati,,6/3,342,5.04,28.5,,99,8.06,4.73,Washington Redskins / 6th / 186th pick / 2001
97,2001,Freddie Mitchell,WR,22,14,UCLA,College Stats,5/11,185,4.46,39.5,,120,6.95,4.06,Philadelphia Eagles / 1st / 25th pick / 2001
98,2001,Dwayne Missouri,DE,22,0,Northwestern,College Stats,6/5,258,5.03,38,21,116,7.5,4.4,Baltimore Ravens / 7th / 231st pick / 2001
99,2001,Travis Minor,RB,21,11,Florida State,College Stats,5/10,197,4.44,32,9,115,,,Miami Dolphins / 3rd / 85th pick / 2001
100,2001,Snoop Minnis,WR,24,5,Florida State,College Stats,6/1,171,4.57,37.5,,115,7.06,4.07,Kansas City Chiefs / 3rd / 77th pick / 2001
101,2001,Willie Middlebrooks,CB,22,4,Minnesota,College Stats,6/2,200,4.5,,17,,,,Denver Broncos / 1st / 24th pick / 2001
102,2001,Rick Crowell,OLB,,,Colorado State,College Stats,6/3,242,5.03,31.5,19,109,7.54,4.35,Miami Dolphins / 6th / 188th pick / 2001
103,2001,Josh Heupel,QB,,,Oklahoma,College Stats,6/2,215,4.85,37.5,,114,7.18,4.15,Miami Dolphins / 6th / 177th pick / 2001
104,2001,Shawn Draper,OG,,,Alabama,College Stats,6/3,303,5.3,32,17,106,8.1,4.77,Miami Dolphins / 5th / 156th pick / 2001
105,2001,Shad Meier,TE,22,3,Kansas State,College Stats,6/5,256,4.85,34,20,113,7.14,4.15,Tennessee Titans / 3rd / 90th pick / 2001
106,2001,Mike McMahon,QB,22,6,Rutgers,College Stats,6/2,207,4.57,37.5,,124,7.12,4.12,Detroit Lions / 5th / 149th pick / 2001
107,2001,Kareem McKenzie,OT,21,80,Penn State,,6/6,328,5.33,33,20,104,7.87,4.8,New York Jets / 3rd / 79th pick / 2001
108,2001,Marlon McCree,S,23,41,Kentucky,College Stats,5/11,197,4.62,38,10,117,7.36,4.1,Jacksonville Jaguars / 7th / 233rd pick / 2001
109,2001,Quentin McCord,WR,22,5,Kentucky,College Stats,5/10,191,4.48,36.5,,112,7.17,4.18,Atlanta Falcons / 7th / 236th pick / 2001
110,2001,Justin McCareins,WR,22,37,Northern Illinois,College Stats,6/2,209,4.51,41,,129,7.06,3.99,Tennessee Titans / 4th / 124th pick / 2001
111,2001,Deuce McAllister,RB,22,61,Mississippi,College Stats,6/1,222,4.41,,,,,,New Orleans Saints / 1st / 23rd pick / 2001
112,2001,David Martin,WR,21,13,Tennessee,College Stats,6/4,242,4.76,,,,,,Green Bay Packers / 6th / 198th pick / 2001
113,2001,Torrance Marshall,ILB,23,7,Oklahoma,College Stats,6/2,249,4.7,,,,,,Green Bay Packers / 3rd / 72nd pick / 2001
114,2001,Brandon Manumaleuna,TE,21,9,Arizona,College Stats,6/2,275,4.99,30,,106,7.49,4.26,St. Louis Rams / 4th / 129th pick / 2001
115,2001,Ken Lucas,CB,22,54,Mississippi,College Stats,6/1,200,4.45,,,,,,Seattle Seahawks / 2nd / 40th pick / 2001
116,2001,Matt Light,OT,22,109,Purdue,College Stats,6/5,311,5.29,,26,,7.84,4.49,New England Patriots / 2nd / 48th pick / 2001
117,2001,Victor Leyva,OG,23,1,Arizona State,College Stats,6/3,313,5.33,30,37,105,8,4.73,Cincinnati Bengals / 5th / 135th pick / 2001
118,2001,Damione Lewis,DT,23,38,Miami (FL),,6/3,293,4.9,,22,,,,St. Louis Rams / 1st / 12th pick / 2001
119,2001,Cleo Lemon,QB,21,6,Arkansas State,College Stats,6/2,226,4.87,35.5,,106,7.33,4.27,
120,2001,Matt Lehr,OG,21,25,Virginia Tech,,6/2,290,5.28,31.5,28,111,7.59,4.44,Dallas Cowboys / 5th / 137th pick / 2001
121,2001,George Layne,FB,22,0,TCU,College Stats,5/11,242,4.59,32,,115,7.08,4.19,Kansas City Chiefs / 4th / 108th pick / 2001
122,2001,Justin Kurpeikis,DE,23,0,Penn State,College Stats,6/3,252,4.97,31.5,22,118,6.82,4.1,
123,2001,Ross Kolodziej,DE,22,12,Wisconsin,College Stats,6/3,290,4.87,34.5,25,111,7.37,4.36,New York Giants / 7th / 230th pick / 2001
124,2001,Andre King,WR,27,2,Miami (FL),College Stats,6/1,199,4.61,,,,,,Cleveland Browns / 7th / 245th pick / 2001
125,2001,Eric Kelly,CB,24,9,Kentucky,College Stats,5/10,199,4.46,36,15,120,7.24,4.18,Minnesota Vikings / 3rd / 69th pick / 2001
126,2001,Michael Keathley,OG,22,4,TCU,,6/4,308,5.24,32.5,28,,,,
127,2001,Kevin Kasper,WR,23,2,Iowa,College Stats,6/1,199,4.42,43.5,,126,6.56,3.73,Denver Broncos / 6th / 190th pick / 2001
128,2001,Bhawoh Jue,CB,21,15,Penn State,College Stats,6/1,199,4.54,34.5,,113,7.21,4.27,Green Bay Packers / 3rd / 71st pick / 2001
129,2001,Lamont Jordan,RB,22,34,Maryland,College Stats,5/10,234,4.57,,24,,,,New York Jets / 2nd / 49th pick / 2001
130,2001,Kenyatta Jones,OT,22,7,South Florida,,6/3,308,5.01,,31,,,,New England Patriots / 4th / 96th pick / 2001
131,2001,Rudi Johnson,RB,21,51,Auburn,College Stats,5/10,227,4.57,37.5,24,119,7.32,4.22,Cincinnati Bengals / 4th / 100th pick / 2001
132,2001,Chad Johnson,WR,23,103,Oregon State,College Stats,6/1,192,4.57,33,,108,7.51,4.14,Cincinnati Bengals / 2nd / 36th pick / 2001
133,2001,Ligarius Jennings,CB,23,1,Tennessee State,,5/9,202,4.67,34,11,120,7.07,4.03,
134,2001,Jonas Jennings,OT,23,33,Georgia,,6/4,334,5.31,29.5,31,102,8.08,4.93,Buffalo Bills / 3rd / 95th pick / 2001
135,2001,Kris Jenkins,DT,21,76,Maryland,,6/5,318,5.19,31,33,108,7.85,4.4,Carolina Panthers / 2nd / 44th pick / 2001
136,2001,Chad Ward,OG,,,Washington,,6/4,321,5.23,32.5,26,99,7.98,4.9,Jacksonville Jaguars / 6th / 170th pick / 2001
137,2001,David Leaverton,P,,,Tennessee,College Stats,6/3,211,,,,,,,Jacksonville Jaguars / 5th / 142nd pick / 2001
138,2001,Michael Jameson,S,21,4,Texas A&M,College Stats,5/11,186,4.5,34.5,9,118,7.13,4.2,Cleveland Browns / 6th / 165th pick / 2001
139,2001,Cedric James,WR,21,0,TCU,College Stats,6/2,204,4.49,43,,134,,,Minnesota Vikings / 4th / 131st pick / 2001
140,2001,James Jackson,RB,24,9,Miami (FL),College Stats,5/10,210,4.55,,,,,,Cleveland Browns / 3rd / 65th pick / 2001
141,2001,Arnold Jackson,WR,23,0,Louisville,College Stats,5/8,167,4.48,41,,127,7.42,4.11,
142,2001,Steve Hutchinson,OG,23,117,Michigan,College Stats,6/5,315,5.15,33.5,31,106,,4.74,Seattle Seahawks / 1st / 17th pick / 2001
143,2001,Orlando Huff,OLB,22,24,Fresno State,College Stats,6/2,245,4.7,,16,,,,Seattle Seahawks / 4th / 104th pick / 2001
144,2001,John Howell,S,22,7,Colorado State,College Stats,6/1,204,4.64,37,14,121,6.87,4.12,Tampa Bay Buccaneers / 4th / 117th pick / 2001
145,2001,Willie Howard,DT,23,1,Stanford,College Stats,6/3,295,4.94,,23,,,,Minnesota Vikings / 2nd / 57th pick / 2001
146,2001,Rashad Holman,CB,23,4,Louisville,College Stats,5/11,186,4.58,42,6,129,7.09,3.85,San Francisco 49ers / 6th / 179th pick / 2001
147,2001,Jabari Holloway,TE,22,1,Notre Dame,College Stats,6/2,253,4.91,38.5,20,113,7.14,4.4,New England Patriots / 4th / 119th pick / 2001
148,2001,Sedrick Hodge,OLB,22,18,North Carolina,,6/4,244,4.49,32,21,120,,4.09,New Orleans Saints / 3rd / 70th pick / 2001
149,2001,Russ Hochstein,OG,23,31,Nebraska,,6/3,300,5.4,26.5,16,95,7.85,4.69,Tampa Bay Buccaneers / 5th / 151st pick / 2001
150,2001,Renaldo Hill,CB,22,44,Michigan State,College Stats,5/11,178,4.68,35.5,10,116,7.07,4.18,Arizona Cardinals / 7th / 202nd pick / 2001
151,2001,Anthony Herron,DE,21,0,Iowa,,6/3,280,5.16,36,26,114,7.58,4.43,
152,2001,Travis Henry,RB,22,46,Tennessee,College Stats,5/9,223,4.61,,23,,,,Buffalo Bills / 2nd / 58th pick / 2001
153,2001,Anthony Henry,CB,24,46,South Florida,College Stats,6/1,198,4.6,41,15,126,6.9,4.2,Cleveland Browns / 4th / 97th pick / 2001
154,2001,Jamie Henderson,CB,22,3,Georgia,College Stats,6/1,202,4.48,40.5,10,125,6.9,4.12,New York Jets / 4th / 101st pick / 2001
155,2001,Todd Heap,TE,20,53,Arizona State,College Stats,6/5,252,4.68,,,,,,Baltimore Ravens / 1st / 31st pick / 2001
156,2001,Reggie Hayward,DE,21,35,Iowa State,,6/5,255,4.91,41,21,127,7.43,4.43,Denver Broncos / 3rd / 87th pick / 2001
157,2001,Tim Hasselbeck,QB,22,1,Boston Col.,College Stats,6/1,211,4.83,33,,113,7.27,4.4,
158,2001,Shaunard Harts,S,22,8,Boise State,College Stats,6/1,200,4.56,34.5,12,119,7.14,,Kansas City Chiefs / 7th / 212th pick / 2001
159,2001,Nick Harris,P,22,23,California,College Stats,6/2,221,,,,,,,Denver Broncos / 4th / 120th pick / 2001
160,2001,Antoine Harris,TE,18,3,Louisville,College Stats,6/3,260,4.93,,11,,,,
161,2001,Casey Hampton,DT,23,95,Texas,College Stats,6/1,314,5.25,,34,,,,Pittsburgh Steelers / 1st / 19th pick / 2001
162,2001,Ben Hamilton,C,23,63,Minnesota,College Stats,6/5,303,5.26,33.5,17,106,7.62,4.62,Denver Broncos / 4th / 113th pick / 2001
163,2001,Corey Hall,S,22,0,Appalachian State,,6/3,198,4.5,36.5,14,127,,,Atlanta Falcons / 7th / 215th pick / 2001
164,2001,Adam Haayer,OG,24,4,Minnesota,,6/6,298,5.3,,23,,,,Tennessee Titans / 6th / 199th pick / 2001
165,2001,Morlon Greenwood,OLB,22,46,Syracuse,,6/1,237,4.69,33.5,21,112,7.62,4.08,Miami Dolphins / 3rd / 88th pick / 2001
166,2001,DeLawrence Grant,DE,21,12,Oregon State,College Stats,6/3,280,4.77,,,,,,Oakland Raiders / 3rd / 89th pick / 2001
167,2001,Jason Glenn,OLB,21,7,Texas A&M,College Stats,6/1,236,4.94,36,14,115,7.16,4.31,Detroit Lions / 6th / 173rd pick / 2001
168,2001,Derrick Gibson,S,21,14,Florida State,College Stats,6/2,218,4.45,,17,,,,Oakland Raiders / 1st / 28th pick / 2001
169,2001,Reggie Germany,WR,22,2,Ohio State,College Stats,6/1,183,4.39,,,,,,Buffalo Bills / 7th / 214th pick / 2001
170,2001,Roberto Garza,C,21,82,Texas A&M-Kingsville,,6/2,303,5,32.5,37,114,7.71,4.53,Atlanta Falcons / 4th / 99th pick / 2001
171,2001,Rod Gardner,WR,23,27,Clemson,College Stats,6/2,219,4.48,,,,,,Washington Redskins / 1st / 15th pick / 2001
172,2001,Mike Gandy,OG,22,48,Notre Dame,,6/4,305,5.2,30.5,,103,8.03,4.71,Chicago Bears / 3rd / 68th pick / 2001
173,2001,Curtis Fuller,S,22,3,TCU,College Stats,5/10,186,4.45,36,18,114,7.2,4.21,Seattle Seahawks / 4th / 127th pick / 2001
174,2001,Kynan Forney,OG,22,42,Hawaii,,6/2,312,5.28,27,23,97,8.56,4.7,Atlanta Falcons / 7th / 219th pick / 2001
175,2001,Jamar Fletcher,CB,21,11,Wisconsin,College Stats,5/9,180,4.48,,,,,,Miami Dolphins / 1st / 26th pick / 2001
176,2001,Bill Ferrario,OG,22,1,Wisconsin,,6/2,314,5.3,,17,,,,Green Bay Packers / 4th / 105th pick / 2001
177,2001,Robert Ferguson,WR,21,20,Texas A&M,College Stats,6/1,205,4.48,36.5,,120,7.24,4.07,Green Bay Packers / 2nd / 41st pick / 2001
178,2001,Mario Fatafehi,DT,22,13,Kansas State,,6/2,295,5.29,,,,,,Arizona Cardinals / 5th / 133rd pick / 2001
179,2001,Heath Evans,FB,22,9,Auburn,College Stats,6/1,246,4.56,34.5,30,111,7.3,4.24,Seattle Seahawks / 3rd / 82nd pick / 2001
180,2001,Ron Edwards,DT,21,44,Texas A&M,,6/3,293,4.86,,,,,,Buffalo Bills / 3rd / 76th pick / 2001
181,2001,Nijrell Eason,CB,21,0,Arizona State,College Stats,6/1,201,4.59,34.5,19,119,,,
182,2001,Andre Dyson,CB,21,35,Utah,College Stats,5/10,179,4.4,,,119,,,Tennessee Titans / 2nd / 60th pick / 2001
183,2001,Eric Downing,DT,22,7,Syracuse,,6/3,302,5.23,,27,,,,Kansas City Chiefs / 3rd / 75th pick / 2001
184,2001,Char-Ron Dorsey,OT,23,1,Florida State,,6/6,348,5.99,,16,,,,Dallas Cowboys / 7th / 242nd pick / 2001
185,2001,Jason Doering,S,22,6,Wisconsin,College Stats,5/11,202,4.73,,,,7.07,4.12,Indianapolis Colts / 6th / 193rd pick / 2001
186,2001,Tony Dixon,S,21,9,Alabama,College Stats,6/1,213,4.63,37,17,117,7.38,,Dallas Cowboys / 2nd / 56th pick / 2001
187,2001,Ryan Diem,OT,21,91,Northern Illinois,,6/7,338,5.13,34,,102,7.5,4.46,Indianapolis Colts / 4th / 118th pick / 2001
188,2001,Anthony Denman,ILB,21,2,Notre Dame,,6/1,239,4.76,,,,,,Jacksonville Jaguars / 7th / 213th pick / 2001
189,2001,Paul Toviessi,DE,,,Marshall,College Stats,6/6,260,4.78,33.5,,120,7.06,4.32,Denver Broncos / 2nd / 51st pick / 2001
190,2001,Rick DeMulling,OG,23,34,Idaho,,6/4,307,5.24,31.5,32,108,7.62,4.6,Indianapolis Colts / 7th / 220th pick / 2001
191,2001,Leonard Davis,OT,22,81,Texas,College Stats,6/6,370,5.32,28,33,97,8.72,5.18,Arizona Cardinals / 1st / 2nd pick / 2001
192,2001,Alge Crumpler,TE,23,48,North Carolina,College Stats,6/2,266,4.76,34,22,112,7.38,4.43,Atlanta Falcons / 2nd / 35th pick / 2001
193,2001,Bobby Newcombe,WR,,,Nebraska,College Stats,5/10,195,4.53,37,,117,6.86,3.98,Arizona Cardinals / 6th / 166th pick / 2001
194,2001,Dave Costa,OG,22,1,Wisconsin,,6/6,305,5.34,,17,,,,
