Rk,Year,Player,Pos,Age,AV,School,,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
49,2013,Chase Thomas,OLB,23,0,Stanford,College Stats,6/3,244,4.91,32,18,113,7.17,4.31,
50,2013,Chris Thompson,RB,22,22,Florida State,College Stats,5/7,192,4.42,,21,,,,Washington Redskins / 5th / 154th pick / 2013
51,2013,Manti Te'o,ILB,22,22,Notre Dame,College Stats,6/1,241,4.82,33,,113,7.13,4.27,San Diego Chargers / 2nd / 38th pick / 2013
52,2013,Stepfan Taylor,RB,21,3,Stanford,College Stats,5/9,214,4.76,30,17,110,7.13,4.5,Arizona Cardinals / 5th / 140th pick / 2013
53,2013,Mike Taylor,OLB,24,,Wisconsin,College Stats,6/1,234,4.75,,,,,,
54,2013,Jamar Taylor,CB,22,20,Boise State,College Stats,5/11,192,4.39,35,22,127,6.82,4.06,Miami Dolphins / 2nd / 54th pick / 2013
55,2013,Devin Taylor,DE,23,13,South Carolina,College Stats,6/7,266,4.72,35,14,128,6.89,4.3,Detroit Lions / 4th / 132nd pick / 2013
56,2013,Bruce Taylor,ILB,23,,Virginia Tech,College Stats,6/1,237,5.01,30.5,19,115,7.21,4.39,
57,2013,Ryan Swope,WR,22,,Texas A&M,College Stats,6/1,205,4.34,37,16,125,6.76,4.25,Arizona Cardinals / 6th / 174th pick / 2013
58,2013,Rod Sweeting,CB,22,1,Georgia Tech,College Stats,5/11,189,4.42,37,11,124,,,
59,2013,D.J. Swearinger,S,21,30,South Carolina,College Stats,5/10,208,4.67,37,17,124,6.7,4.11,Houston Texans / 2nd / 57th pick / 2013
60,2013,Caleb Sturgis,K,23,8,Florida,College Stats,5/10,188,4.77,,,,,,Miami Dolphins / 5th / 166th pick / 2013
61,2013,Jake Stoneburner,TE,23,0,Ohio State,College Stats,6/3,252,4.65,34.5,18,116,7.12,4.27,
62,2013,Kenny Stills,WR,20,39,Oklahoma,College Stats,6/1,194,4.38,33.5,16,124,,4.35,New Orleans Saints / 5th / 144th pick / 2013
63,2013,Walter Stewart,DE,22,,Cincinnati,College Stats,6/4,246,4.69,,,,,,
64,2013,Jonathan Stewart,ILB,,,Texas A&M,College Stats,6/4,242,4.68,31,19,118,7.44,4.53,
65,2013,Jawanza Starling,S,21,0,USC,College Stats,6/1,202,4.64,36,17,122,6.68,4.34,
66,2013,Daimion Stafford,S,22,7,Nebraska,College Stats,6/1,221,4.69,30.5,21,111,7.06,,Tennessee Titans / 7th / 248th pick / 2013
67,2013,Zac Stacy,RB,21,11,Vanderbilt,College Stats,5/8,216,4.55,33,27,122,6.7,4.17,St. Louis Rams / 5th / 160th pick / 2013
68,2013,Damion Square,DE,24,17,Alabama,College Stats,6/2,293,5.23,,,,,,
69,2013,Akeem Spence,DT,21,29,Illinois,College Stats,6/1,307,5.15,30,37,107,7.82,4.72,Tampa Bay Buccaneers / 4th / 100th pick / 2013
70,2013,Ryan Spadola,WR,22,0,Lehigh,,6/1,204,4.48,33.5,15,119,6.72,4.07,
71,2013,Brad Sorensen,QB,24,,Southern Utah,,6/4,229,4.97,29,,112,7.17,4.55,San Diego Chargers / 7th / 221st pick / 2013
72,2013,Rodney Smith,WR,22,0,Florida State,College Stats,6/4,225,4.51,34.5,,120,7.03,4.07,
73,2013,Quanterus Smith,DE,23,1,Western Kentucky,College Stats,6/5,250,4.74,,,,,,Denver Broncos / 5th / 146th pick / 2013
74,2013,Jared Smith,DT,22,,New Hampshire,,6/3,302,5.08,32.5,28,115,7.2,4.39,Seattle Seahawks / 7th / 241st pick / 2013
75,2013,Geno Smith,QB,22,16,West Virginia,College Stats,6/2,218,4.58,33.5,,124,,,New York Jets / 2nd / 39th pick / 2013
76,2013,Darius Slay,CB,22,54,Mississippi State,College Stats,6/1,192,4.36,35.5,14,124,6.9,4.21,Detroit Lions / 2nd / 36th pick / 2013
77,2013,Jamoris Slaughter,S,23,,Notre Dame,College Stats,6/1,195,4.57,,,,,,Cleveland Browns / 6th / 175th pick / 2013
78,2013,Dion Sims,TE,22,7,Michigan State,College Stats,6/5,262,4.75,35,22,112,7.36,4.52,Miami Dolphins / 4th / 106th pick / 2013
79,2013,Tharold Simon,CB,22,4,LSU,College Stats,6/2,202,4.51,34,9,128,,,Seattle Seahawks / 5th / 138th pick / 2013
80,2013,John Simon,OLB,22,40,Ohio State,College Stats,6/1,257,4.62,,,,,,Baltimore Ravens / 4th / 129th pick / 2013
81,2013,Kawann Short,DT,24,44,Purdue,College Stats,6/3,299,5.08,,,,,,Carolina Panthers / 2nd / 44th pick / 2013
82,2013,Quinn Sharp,P,23,,Oklahoma State,College Stats,6/1,189,4.86,,,,,,
83,2013,Matt Scott,QB,22,,Arizona,College Stats,6/2,213,4.69,31,,118,6.69,3.99,
84,2013,Brian Schwenke,C,21,15,California,College Stats,6/3,314,4.99,26.5,31,108,7.31,4.74,Tennessee Titans / 4th / 107th pick / 2013
85,2013,Ace Sanders,WR,21,3,South Carolina,College Stats,5/7,173,4.58,32,7,117,6.81,4.37,Jacksonville Jaguars / 4th / 101st pick / 2013
86,2013,Lanear Sampson,WR,22,,Baylor,College Stats,5/11,204,4.46,33.5,20,119,7.1,4.38,
87,2013,Etienne Sabino,OLB,22,,Ohio State,College Stats,6/2,247,4.75,,24,114,,,
88,2013,Logan Ryan,CB,22,43,Rutgers,College Stats,5/11,191,4.56,32.5,14,116,6.69,4.06,New England Patriots / 3rd / 83rd pick / 2013
89,2013,Da'Rick Rogers,WR,21,2,Tennessee Tech,,6/2,217,4.5,39.5,10,132,6.71,4.06,
90,2013,Denard Robinson,WR,22,8,Michigan,College Stats,5/10,199,4.43,36.5,,123,7.09,4.22,Jacksonville Jaguars / 5th / 135th pick / 2013
91,2013,Nickell Robey,CB,21,19,USC,College Stats,5/7,169,4.53,37.5,10,127,6.74,4.09,
92,2013,Mychal Rivera,TE,22,11,Tennessee,College Stats,6/3,242,4.81,31,17,112,7.17,4.43,Oakland Raiders / 6th / 184th pick / 2013
93,2013,Theo Riddick,RB,21,26,Notre Dame,College Stats,5/10,201,4.68,32,,118,,,Detroit Lions / 6th / 199th pick / 2013
94,2013,Sheldon Richardson,DT,22,69,Missouri,College Stats,6/2,294,5.02,32,30,116,,,New York Jets / 1st / 13th pick / 2013
95,2013,Xavier Rhodes,CB,22,53,Florida State,College Stats,6/1,210,4.43,40.5,14,132,,,Minnesota Vikings / 1st / 25th pick / 2013
96,2013,Sean Renfree,QB,22,0,Duke,College Stats,6/3,219,4.76,,,,,,Atlanta Falcons / 7th / 249th pick / 2013
97,2013,Eric Reid,S,21,38,LSU,College Stats,6/1,213,4.53,40.5,17,134,6.99,4.22,San Francisco 49ers / 1st / 18th pick / 2013
98,2013,Jordan Reed,TE,22,28,Florida,College Stats,6/2,236,4.72,,16,,,,Washington Redskins / 3rd / 85th pick / 2013
99,2013,Kevin Reddick,ILB,23,1,North Carolina,College Stats,6/1,243,4.72,,23,113,,,
100,2013,Joseph Randle,RB,21,7,Oklahoma State,College Stats,6/1,204,4.63,35,,123,,,Dallas Cowboys / 5th / 151st pick / 2013
101,2013,Bacarri Rambo,S,22,8,Georgia,College Stats,6/1,211,4.56,,17,,,,Washington Redskins / 6th / 191st pick / 2013
102,2013,David Quessenberry,OT,22,4,San Jose State,,6/5,302,5.08,29.5,25,112,7.49,4.45,Houston Texans / 6th / 176th pick / 2013
103,2013,Justin Pugh,OT,22,44,Syracuse,College Stats,6/4,307,5.12,28.5,,103,7.45,4.63,New York Giants / 1st / 19th pick / 2013
104,2013,Lonnie Pryor,FB,23,,Florida State,College Stats,5/11,227,4.7,30,17,114,7.28,4.55,
105,2013,Jordan Poyer,CB,21,35,Oregon State,College Stats,6/1,191,4.54,30.5,8,118,6.87,4.18,Philadelphia Eagles / 7th / 218th pick / 2013
106,2013,Ty Powell,OLB,24,1,Harding,,6/2,249,4.64,37,28,122,6.98,4.4,Seattle Seahawks / 7th / 231st pick / 2013
107,2013,Keith Pough,ILB,23,,Howard,,6/2,239,4.87,33,17,118,7.28,4.47,
108,2013,Sean Porter,OLB,22,0,Texas A&M,College Stats,6/1,229,4.75,35,22,119,,,Cincinnati Bengals / 4th / 118th pick / 2013
109,2013,Quinton Patton,WR,22,6,Louisiana Tech,College Stats,6/1,204,4.53,33,8,118,6.91,4.01,San Francisco 49ers / 4th / 128th pick / 2013
110,2013,Cordarrelle Patterson,WR,21,33,Tennessee,College Stats,6/2,216,4.42,37,,128,,,Minnesota Vikings / 1st / 29th pick / 2013
111,2013,Chris Pantale,TE,22,0,Boston Col.,College Stats,6/5,254,4.99,33.5,17,110,7.48,4.5,
112,2013,Vinston Painter,OT,23,0,Virginia Tech,,6/4,306,4.95,30.5,32,97,7.71,4.56,Denver Broncos / 6th / 173rd pick / 2013
113,2013,Ryan Otten,TE,22,,San Jose State,College Stats,6/5,230,4.69,,,,,,
114,2013,Alex Okafor,DE,22,33,Texas,College Stats,6/4,264,4.78,,21,,,,Arizona Cardinals / 4th / 103rd pick / 2013
115,2013,Alec Ogletree,OLB,21,53,Georgia,College Stats,6/2,242,4.7,33.5,20,122,7.16,4.39,St. Louis Rams / 1st / 30th pick / 2013
116,2013,Xavier Nixon,OT,22,2,Florida,,6/6,321,5.23,,,,,,
117,2013,Ryan Nassib,QB,22,0,Syracuse,College Stats,6/2,227,5.06,28.5,,105,7.34,4.53,New York Giants / 4th / 110th pick / 2013
118,2013,Zeke Motta,S,22,1,Notre Dame,College Stats,6/2,213,4.75,35.5,11,126,6.75,4.16,Atlanta Falcons / 7th / 244th pick / 2013
119,2013,Sio Moore,OLB,22,15,Connecticut,College Stats,6/1,245,4.65,38,29,127,7.49,4.31,Oakland Raiders / 3rd / 66th pick / 2013
120,2013,Damontre Moore,DE,20,5,Texas A&M,College Stats,6/4,250,4.95,35.5,12,122,,,New York Giants / 3rd / 81st pick / 2013
121,2013,Nick Moody,OLB,23,2,Florida State,College Stats,6/1,236,4.71,,17,118,,,San Francisco 49ers / 6th / 180th pick / 2013
122,2013,Sam Montgomery,DE,22,,LSU,College Stats,6/3,262,4.81,34.5,,114,7.18,4.51,Houston Texans / 3rd / 95th pick / 2013
123,2013,T.J. Moe,WR,22,,Missouri,College Stats,5/11,204,4.74,36,26,120,6.53,3.96,
124,2013,Kevin Minter,ILB,22,25,LSU,College Stats,6/1,246,4.81,33,25,119,,,Arizona Cardinals / 2nd / 45th pick / 2013
125,2013,Barkevious Mingo,OLB,22,27,LSU,College Stats,6/4,241,4.58,37,,128,6.84,4.39,Cleveland Browns / 1st / 6th pick / 2013
126,2013,Jordan Mills,OT,22,40,Louisiana Tech,,6/5,316,5.37,28.5,20,101,8.1,4.88,Chicago Bears / 5th / 163rd pick / 2013
127,2013,Dee Milliner,CB,21,6,Alabama,College Stats,6/1,201,4.37,36,,122,6.95,4.32,New York Jets / 1st / 9th pick / 2013
128,2013,Stephane Milhim,OG,22,,Massachusetts,College Stats,6/4,314,5.14,28.5,,104,,4.87,
129,2013,Rontez Miles,S,24,5,California (PA),,6/1,203,4.62,36.5,,123,6.97,4.27,
130,2013,Christine Michael,RB,22,9,Texas A&M,College Stats,5/10,220,4.54,43,27,125,6.69,4.02,Seattle Seahawks / 2nd / 62nd pick / 2013
131,2013,Aaron Mellette,WR,23,,Elon,,6/2,217,4.54,33.5,9,123,7.11,4.41,Baltimore Ravens / 7th / 238th pick / 2013
132,2013,Stacy McGee,DT,23,17,Oklahoma,College Stats,6/3,308,4.98,,,,,,Oakland Raiders / 6th / 205th pick / 2013
133,2013,Brandon McGee,CB,22,1,Miami (FL),College Stats,5/11,193,4.4,33.5,14,119,6.71,4.18,St. Louis Rams / 5th / 149th pick / 2013
134,2013,Leon McFadden,CB,22,2,San Diego State,College Stats,5/10,193,4.54,34.5,10,119,6.81,4.27,Cleveland Browns / 3rd / 68th pick / 2013
135,2013,Vance McDonald,TE,22,16,Rice,College Stats,6/4,267,4.69,33.5,31,119,7.08,4.53,San Francisco 49ers / 2nd / 55th pick / 2013
136,2013,T.J. McDonald,S,22,27,USC,College Stats,6/2,219,4.59,40,19,131,6.89,4.2,St. Louis Rams / 3rd / 71st pick / 2013
137,2013,Lerentee McCray,OLB,22,6,Florida,College Stats,6/2,250,4.74,,,,,,
138,2013,Demetrius McCray,CB,21,8,Appalachian State,,6/1,187,4.54,36,4,126,7.17,4.32,Jacksonville Jaguars / 7th / 210th pick / 2013
139,2013,Onterio McCalebb,RB,23,0,Auburn,College Stats,5/10,168,4.34,34,,121,,,
140,2013,Miguel Maysonet,RB,23,,Stony Brook,,5/9,209,4.54,,20,,7.21,4.43,
141,2013,Michael Mauti,OLB,23,6,Penn State,College Stats,6/2,243,4.83,,28,,,,Minnesota Vikings / 7th / 213th pick / 2013
142,2013,Tyrann Mathieu,CB,20,56,LSU,,5/9,186,4.5,34,4,117,6.87,4.14,Arizona Cardinals / 3rd / 69th pick / 2013
143,2013,Luke Marquardt,OT,22,,Azusa Pacific,,6/8,315,5.34,,31,,,,
144,2013,Stansly Maponga,DE,22,2,TCU,College Stats,6/2,256,4.78,,30,,,,Atlanta Falcons / 5th / 153rd pick / 2013
145,2013,E.J. Manuel,QB,22,11,Florida State,College Stats,6/5,237,4.65,34,,118,7.08,4.21,Buffalo Bills / 1st / 16th pick / 2013
146,2013,Brett Maher,K,23,3,Nebraska,College Stats,6/1,186,4.89,,,,,,
147,2013,Brandon Magee,OLB,22,2,Arizona State,College Stats,5/11,223,4.74,,,114,,,
148,2013,Lamar Mady,OG,23,0,Youngstown State,,6/2,317,5.48,23,35,95,8.07,4.82,
149,2013,Star Lotulelei,DT,23,51,Utah,College Stats,6/2,311,5.14,,,,,,Carolina Panthers / 1st / 14th pick / 2013
150,2013,John Lotulelei,OLB,21,1,UNLV,College Stats,5/11,233,4.84,35.5,25,117,6.91,4.3,
151,2013,Kyle Long,OG,24,44,Oregon,,6/6,313,4.91,28,,107,7.83,4.63,Chicago Bears / 1st / 20th pick / 2013
152,2013,Bennie Logan,DT,23,31,LSU,College Stats,6/2,309,5.08,25,30,104,7.53,4.67,Philadelphia Eagles / 3rd / 67th pick / 2013
153,2013,Jeff Locke,P,23,7,UCLA,College Stats,6/1,209,4.82,,,,,,Minnesota Vikings / 5th / 155th pick / 2013
154,2013,Zach Line,FB,22,2,SMU,College Stats,6/1,232,4.77,30.5,26,111,,,
155,2013,Kapron Lewis-Moore,DT,23,0,Notre Dame,College Stats,6/4,298,4.95,,,,,,Baltimore Ravens / 6th / 200th pick / 2013
156,2013,Robert Lester,S,24,3,Alabama,College Stats,6/1,220,4.66,33.5,,117,,,
157,2013,Corey Lemonier,DE,21,4,Auburn,College Stats,6/3,255,4.6,33,27,119,7.14,4.4,San Francisco 49ers / 3rd / 88th pick / 2013
158,2013,Alec Lemon,WR,21,,Syracuse,College Stats,6/1,202,4.59,32,7,112,7.04,4.29,
159,2013,Marcus Lattimore,RB,21,,South Carolina,College Stats,5/11,221,4.65,,,,,,San Francisco 49ers / 4th / 131st pick / 2013
160,2013,Eddie Lacy,RB,22,38,Alabama,College Stats,5/11,231,4.55,,,,,,Green Bay Packers / 2nd / 61st pick / 2013
161,2013,Edmund Kugbila,OG,22,,Valdosta State,,6/4,317,5.13,22.5,23,105,7.72,4.65,Carolina Panthers / 4th / 108th pick / 2013
162,2013,Joe Kruger,DE,20,,Utah,College Stats,6/6,269,4.83,34,24,117,7.17,4.46,Philadelphia Eagles / 7th / 212th pick / 2013
163,2013,Scott Kovanda,P,,,Ball State,College Stats,6/2,207,4.84,,,,,,
164,2013,Jake Knott,OLB,22,1,Iowa State,College Stats,6/2,243,4.84,,,,,,
165,2013,Collin Klein,QB,23,,Kansas State,College Stats,6/5,226,4.78,29,,111,7.17,4.4,
166,2013,A.J. Klein,ILB,21,39,Iowa State,College Stats,6/1,250,4.66,,20,113,,,Carolina Panthers / 5th / 148th pick / 2013
167,2013,Tavarres King,WR,22,2,Georgia,College Stats,6/1,189,4.47,36.5,11,123,6.91,4.33,Denver Broncos / 5th / 161st pick / 2013
168,2013,Travis Kelce,TE,23,78,Cincinnati,College Stats,6/5,255,4.63,,,,,,Kansas City Chiefs / 3rd / 63rd pick / 2013
169,2013,Brandon Kaufman,WR,22,,East. Washington,,6/5,216,4.67,33.5,9,115,7.11,4.44,
170,2013,Nick Kasa,TE,22,0,Colorado,College Stats,6/6,269,4.71,31.5,22,113,,,Oakland Raiders / 6th / 172nd pick / 2013
171,2013,Dion Jordan,OLB,23,11,Oregon,College Stats,6/6,248,4.54,32.5,,122,7.02,4.35,Miami Dolphins / 1st / 3rd pick / 2013
172,2013,Landry Jones,QB,23,4,Oklahoma,College Stats,6/4,225,5.11,31,,115,7.12,4.3,Pittsburgh Steelers / 4th / 115th pick / 2013
173,2013,Jarvis Jones,OLB,23,18,Georgia,College Stats,6/2,245,4.74,,,,,,Pittsburgh Steelers / 1st / 17th pick / 2013
174,2013,Datone Jones,DE,22,11,UCLA,College Stats,6/4,283,4.8,31.5,29,112,7.32,4.32,Green Bay Packers / 1st / 26th pick / 2013
175,2013,Chris Jones,DT,22,15,Bowling Green,College Stats,6/2,302,5.33,,30,,7.34,4.44,Houston Texans / 6th / 198th pick / 2013
176,2013,Barrett Jones,C,22,0,Alabama,College Stats,6/4,306,5.43,,,,,,St. Louis Rams / 4th / 113th pick / 2013
177,2013,Abry Jones,DT,21,27,Georgia,College Stats,6/3,313,5.06,26.5,30,101,,,
178,2013,T.J. Johnson,C,22,5,South Carolina,,6/4,310,5.33,25.5,32,96,7.83,4.74,Cincinnati Bengals / 7th / 251st pick / 2013
179,2013,Oscar Johnson,OT,23,,Louisiana Tech,,6/5,331,5.49,22,,88,8.06,5.06,
180,2013,Nico Johnson,ILB,22,3,Alabama,College Stats,6/2,248,4.73,,,,,,Kansas City Chiefs / 4th / 99th pick / 2013
181,2013,Lane Johnson,OT,22,57,Oklahoma,,6/6,303,4.72,34,28,118,7.31,4.52,Philadelphia Eagles / 1st / 4th pick / 2013
182,2013,Keelan Johnson,S,23,0,Arizona State,College Stats,6/1,209,4.54,36.5,12,125,6.77,4.07,
183,2013,Josh Johnson,CB,23,1,Purdue,College Stats,5/9,199,4.65,35,16,114,6.99,4.25,
184,2013,Jamaal Johnson-Webb,OG,23,,Alabama A&M,,6/5,313,5.37,23,17,92,8.12,4.74,
185,2013,Darius Johnson,WR,22,2,SMU,College Stats,5/9,179,4.6,32,6,109,,4.53,
186,2013,Luke Joeckel,OT,21,22,Texas A&M,College Stats,6/6,306,5.3,28.5,27,106,7.4,4.68,Jacksonville Jaguars / 1st / 2nd pick / 2013
187,2013,John Jenkins,DT,23,14,Georgia,College Stats,6/4,346,5.21,,30,,,,New Orleans Saints / 3rd / 82nd pick / 2013
188,2013,Jelani Jenkins,ILB,20,16,Florida,College Stats,6/1,243,4.65,,27,,,,Miami Dolphins / 4th / 104th pick / 2013
189,2013,Brandon Jenkins,DE,23,0,Florida State,College Stats,6/2,251,5.07,,18,,,,Washington Redskins / 5th / 162nd pick / 2013
190,2013,Tony Jefferson,S,21,29,Oklahoma,College Stats,5/11,213,4.75,,16,,,,
191,2013,D.C. Jefferson,TE,23,0,Rutgers,College Stats,6/6,255,4.97,,3,,,,Arizona Cardinals / 7th / 219th pick / 2013
192,2013,Jawan Jamison,RB,21,,Rutgers,College Stats,5/7,203,4.68,29,20,110,,,Washington Redskins / 7th / 228th pick / 2013
193,2013,Mike James,RB,21,2,Miami (FL),College Stats,5/10,223,4.53,35,28,115,,4.62,Tampa Bay Buccaneers / 6th / 189th pick / 2013
194,2013,Micah Hyde,CB,22,48,Iowa,College Stats,6/1,197,4.56,33,12,121,6.78,4.2,Green Bay Packers / 5th / 159th pick / 2013
195,2013,Margus Hunt,DE,25,20,SMU,College Stats,6/8,277,4.62,34.5,38,121,7.07,4.51,Cincinnati Bengals / 2nd / 53rd pick / 2013
196,2013,Justin Hunter,WR,21,10,Tennessee,College Stats,6/4,196,4.44,39.5,,136,,4.33,Tennessee Titans / 2nd / 34th pick / 2013
197,2013,Montori Hughes,DT,22,2,Tennessee-Martin,,6/4,329,5.23,26.5,22,104,7.85,4.7,Indianapolis Colts / 5th / 139th pick / 2013
198,2013,Dustin Hopkins,K,22,17,Florida State,College Stats,6/2,193,4.74,33.5,,116,,,Buffalo Bills / 6th / 177th pick / 2013
199,2013,DeAndre Hopkins,WR,20,79,Clemson,College Stats,6/1,214,4.57,36,15,115,,4.5,Houston Texans / 1st / 27th pick / 2013
200,2013,Khaled Holmes,C,23,4,USC,,6/3,302,5.29,,13,,,,Indianapolis Colts / 4th / 121st pick / 2013
